complex,Halo_ARID4A,Halo_ARID4B,Halo_BRMS1,Halo_BRMS1L,Halo_GATAD1,HDAC1.Halo,HDAC2_Halo,Halo_ING1,Halo_ING2,MORF4L1_Halo,Halo_PHF12,Halo_RBBP4,Halo_SAP30,Halo_SAP30L,Halo_SAP130,SIN3A_Halo,SIN3B_2_Halo,Halo_SUDS3
0,2.25,4.75,1.75,1.333333333,0,0.4,0,1.333333333,0.6,0,0,1.333333333,0.5,0,3.333333333,0,0,2.333333333
0,0,0,0,0,0,2,2.25,2.333333333,0,0,0.333333333,0,0.5,5.75,3.666666667,0,13,0
0,0,0.5,0.25,0,0,4.6,0.25,1.666666667,0,0,0,0,2,5.25,0.666666667,0,13.75,0.333333333
0,0,0.25,0.25,0,0,4.2,1,0,0,0,0,0,2,8.75,4.666666667,0,4.25,0
0,0,3.25,1.75,5.666666667,0,0,1.25,0,0.8,0,1.333333333,0.666666667,0,0,0,1,0.25,2
0,0,1.25,0,1.666666667,3.666666667,0,0.25,0.333333333,1.2,0,4.333333333,0.666666667,0.5,1.25,7.666666667,0.333333333,0,0
0,1.5,1.25,0.5,2,0.666666667,0,0.75,0.666666667,0,0,1,0,0.5,0,0,0.666666667,0,4
0,3,0,7.1875,0,1.083333333,16.13962104,7.888794284,0,5.25,0,2.25,6.744438305,0,0,0,0,1.349606092,2.083333333
0,0,0.666666667,0,0,0,35.05974804,10.2921627,0.333333333,0,14.84444444,0,0,0.25,0.291666667,0.333333333,1.5,4.079545455,0
0,0,0,0,0,0,3.4,1,0,0,0,0,0,1,1.25,0.666666667,0,7.75,0
0,0,0,0.25,0,0,11.2,2.75,0.666666667,0,0.666666667,0,0.166666667,2.75,4.875,0.333333333,0,3.5,0.666666667
0,0.25,2.75,2.75,4,0,0.2,0.5,3.666666667,1,1,0,0.333333333,0,0.5,0,1,0,9
0,0,0,0,0.666666667,0,2.8,0.25,0,0,0,0,0.666666667,3.75,8.25,0.666666667,0.666666667,7,0
0,0.5,1.75,2.75,5.333333333,0,0.2,0.5,0.666666667,1,0,0,1,0.5,0.25,1,1,0,2
0,0.75,2.25,2.75,0.666666667,0,0,0.25,0,3,0.333333333,23,0.666666667,1,5.75,12.33333333,1,0,2.333333333
0,5.25,6.5,0.25,2.333333333,0,0,0,0,1.8,0,0,1.333333333,0.5,0.25,0,0,0,8.666666667
0,0.5,2.75,0,2.333333333,0,1.2,0,0.666666667,2.2,0,0,1.666666667,0,17.75,0.666666667,0,0,1
0,0,0,0,0.333333333,0,0.8,0,0.666666667,0.6,0,0,0,0,1,0,0,14.25,0
0,0,0.5,0.75,0.666666667,0,0,0.75,0.666666667,0.6,0,0,0,0,0.5,0,1,8.75,0
0,1.25,0,0.5,2,1,0.6,0,0,2,0,2.666666667,2.666666667,1,2.5,1,0,0,5.333333333
0,0,0.25,0,0.333333333,0,3.8,1.25,0,0,0.333333333,0.333333333,0,1.25,3.5,1,0,8.75,0.666666667
0,4.5,0,0,1.333333333,0,1.4,1,1.333333333,0.2,0.333333333,0,0.333333333,1,1.25,0.333333333,1,1,2
0,0,0,0.5,0,0,1.6,0.25,0.666666667,0.2,0,0,0,0,4,0,0.333333333,12.75,0
0,0,0.5,1,0.333333333,0.333333333,0,0.5,0.666666667,1,2.333333333,0,2.333333333,0.5,0.25,1,0.666666667,1.25,8.333333333
0,0,0,0,0,0,2.2,0,8.666666667,0,0,0,0,0.5,4.75,0.333333333,0,2.75,0
0,0,0,1,0,0,1.8,0.5,0,0,0.333333333,0,0.333333333,0.5,4.5,0.333333333,0,7.25,0.333333333
0,0,0,0.25,0.333333333,1.333333333,0,0,0,0.2,0,1,3.333333333,0,1,0,2,0,4
0,0.75,0,0.25,1,0,0,2,0,7.8,0,0,0.666666667,0.25,7.75,0,0,0,0
0,0.5,0,0,2.666666667,0,0.4,0.5,0,0.4,0,0,0.666666667,0,0,2,1,0,6.666666667
0,0,1,0.25,0.333333333,0,0,0.75,1.666666667,0.2,0,0,0,0,0,0,1,7.25,0
0,0,0,0,1,1.333333333,12.2,11.5,1,0.6,0,0,0,0,0.25,1,0,0,0
0,0,0,0,0,0,2.3,22.29166667,0,0,0,0,11.61111111,0,0,0.083333333,0,0,0
0,0,0.25,0.5,0,0,3.6,0,0.666666667,0,0,0,0,4.25,5,0.666666667,0,0.25,0
0,0.5,1.25,2.25,0,0,0.6,0,0,0.6,0,9,0,0.5,3.5,5.9375,0.333333333,0.5,0
0,0.75,0,0.75,0.666666667,1.333333333,0,0,0,0.4,0,0,0.333333333,0,1,0,0,0,4.333333333
0,0.25,5,0.5,0.666666667,0.333333333,0.2,0.25,1,0.4,0,0,0.333333333,0.5,1.75,1.333333333,0.666666667,7.5,1.666666667
0,0,0,0,0,0,1.4,0,0,0,0,0,0,0.25,3.25,1,0,7,0
0,0.25,1,0,0.333333333,0,0.8,0.5,0,2.2,0,0,2,0,8,0.333333333,0,0,0
0,0,0.25,1.25,0,0.333333333,0,0.25,0,0,0,0,2.666666667,0,0,0,1,0,8.333333333
0,0,0,0,0,1,0.2,0,0,0,0.666666667,6.333333333,0,0,0,0,1.333333333,1,0
0,0,0.25,0,0,0,32.8,22.25,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,21,15.25,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,27.6,23.25,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,43.42808102,16.99865713,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,15.8,6.5,0,0.2,0,0,0,0,0.25,0,0,0,0
0,0,0,0.75,0,0,3.4,0.25,8,0.2,0,0,0,0,0,0,0,0,0.333333333
0,0,0,0.25,0,0.666666667,22,6.75,0,0,0,0,0,0,0,0.333333333,0,0,1.333333333
0,0,0,0,0,0,27.4,20,0,0,0,0,0.333333333,0,0,0,0,0,0
0,0,0,0,0,0,27.8,17,0,0,0,0,1,0,0,0,0,0,0
0,0,0,0,0,0,21.8,21,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0.25,0,0,26,29,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,11.49090909,10.25,0,0,0,0,3.555555556,0,0,0,0,0,0
0,0,0,0,0,0,12.10909091,7.25,0,0,0,0,7,0,0,0,0,0,0
0,0,0,0,0,0,9.918903319,9.8,0,0,0,0,0,0,0,0,0,0,0
0,0.25,0.25,0,0,2.666666667,0.6,0,0,0.8,0,0,0.333333333,0.25,0.75,0.333333333,0,0,0.666666667
0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.25,0.666666667,0,7.25,1.666666667
0,0.25,0.75,0.25,1.333333333,2.333333333,15.6,25.75,0,0.2,0,0,2.666666667,0.75,0.5,1.166666667,0.5,0.625,0.5
0,0,0,0,0,0,37.4,18,0,0,0,0,0.333333333,0,0,0,0,0,0
0,0,0.25,0,0,1.666666667,0,0,0,0,0.333333333,4,0.666666667,0.75,0,0.333333333,0,0,0
0,0,0,0,0,0,13.8,13.75,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0.333333333,0,0,0.333333333,0,1.333333333,0.666666667,14.66666667,0.25,1,0.333333333,0,0.25,0
0,0,0,0.25,0.333333333,0,2.2,0,0,0,0,0,0,0.25,1,0.333333333,0,12.75,0
0,4.25,0.75,0.25,0,0.666666667,0,0,0.666666667,2,0,0,0,1,0,0,0,0,4
0,0,0.25,0.75,0,0.333333333,0,0,0,0,0,1.333333333,0,5.25,0,0,0.333333333,0,4
0,0,0,0,0,0,18.2,1.25,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,22.82237746,9.895833333,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,38.9,15.375,0,0.1,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,17,22,0,0.2,0,0,0,0,0,4.666666667,0,0,0
0,0.25,0,0,0,0,20.4,9.75,0,0,0,0,1,0,0,0.333333333,0,0,0.333333333
0,0,0.25,0.75,0,0,0,0,0.666666667,0,0,0,0.333333333,0.25,0.25,0.666666667,0.333333333,18.25,0
0,0,0.25,0.75,0,0,0,0,0,0.2,0,0,0,0,0,0,0,10,0.333333333
0,0,0,0,0,0,8.8,1.5,0,0,0,0,5.333333333,0,0,0,0,0,0
0,0,0,0.25,0,0.333333333,0,0,0,0.4,0,0,1,0,0.25,1,0,0,5.666666667
0,0,0,0,0,0,11.2,3.25,0,0,0,0,0,0,0,0,0,0,0
0,0,1.5,0.75,0.333333333,0.333333333,0.2,0.25,0.333333333,1.2,0,0.333333333,0.333333333,0.25,0,0.333333333,0,0.5,5.333333333
0,0,0,0,0,0,0,0,0,0,0,0,11.43809524,0,0,0,0,0,0
0,0.25,0,0,0,0,0,0.5,0,1.8,0,0,0,0,15,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,8,0
0,0,0,0,1.333333333,0,0,0,0,0.2,0,0,0,0,0,0,0,10.75,0
0,0,0,0,0,0,0,0,0.333333333,0,0,0,0,0,0,0,0,10,0
0,3.75,0,0,0,0,0.2,0,0,0,0,0,0,0,0,0,0,0,0.333333333
0,0,0,0,0,0,0,0,0,0,0,0,11.33333333,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,12.66666667,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,8.666666667,0,0,0,0,0,0
0,0,0,0,0,0,0.4,0,0.333333333,0,0,0,0,0,1,12,0,0,0
0,0,0,0,0,0,0.2,0,0,0,17.66666667,0,0,0,0,0,0,0,0
0,0,0,0.25,0,0,0.4,0,0,0,0,0,0,0,0.5,0,0,9.5,0
0,0,0.25,0,0,0,0,0,0,0.2,0,0,0,0,0.25,0,0,7.5,0
0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0
0,0,11.5,0,0,0,0.2,0.25,0,0,0,0,2.666666667,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0.333333333,0,0,0,0,0.5,12,0,0,0,0
0,3.5,0.25,0,0.666666667,0,0,0.25,0,0.2,0.666666667,0,0,0,0,1.333333333,0.666666667,0,2
0,0,0,0.75,0,0,0,0,0,3.911111111,0,0.166666667,0,0,2.25,0,0,0,0
0,0,3.125,0,0,0,12.35,0,0,0,0,0,0,0,2.095664088,0,0,0,0
0,0,0,0.5,2,0,0,0.25,0,1,0,3.666666667,0,0.75,0.25,0.333333333,0,0,0
0,0,0,0,0,2.666666667,0,0,0,2.6,0,0,0.333333333,0,0,15.66666667,0,0,0
0,0,0,0,0,0,0.2,0,0.333333333,0.2,0,0,0,0.25,0.5,0,0,7.25,0
0,0,0,0.125,0.666666667,4.2,0.066666667,0,2.333333333,0,0.111111111,0,1.066666667,0.208333333,0,0.777777778,1.833333333,0,1.788461538
0,0,0,0,0,22.5,0,0,0,0.813278388,0,0,1.468926554,0,2.315217391,7.787592008,15.51807229,0,0
0,0,0,0,0,0,0,0,0,0,0,0,6.333333333,0,0,0,0,0,0
0,0.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.666666667,0,4
0,0,0,0,0,1,0,0,0,1.8,0,0,0,0,0,11.33333333,0.333333333,0,0
0,4,0.75,0,0,0.333333333,0.4,0.25,0.333333333,0.2,1,0,0,0,0.25,0,1.333333333,0,1
0,0,0,0,0,0,0,0,0,0,9.666666667,0,0,0,0,0,0,0,0
0,0,0,0.25,0,0,0,0,0,0,11.66666667,0,0,0,0,0,0,0.25,0
0,0,0.816666667,0,0.111111111,0.333333333,0.233333333,0.270833333,0.333333333,0.746666667,0.222222222,0.333333333,0.444444444,0.166666667,1.75,1.333333333,0,0.083333333,5
